song_id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,num_samples,duration,duration_ms,end_of_fade_in,start_of_fade_out,tempo_confidence,time_signature_confidence,key_confidence,mode_confidence,song_duration_ms,popularity,explicit
12360d51-bb49-4068-950b-3190d4555bf4,0.35001,0.904,0.904,0.21963,5,0.2299,-4.411,1,0.5906,129.199,3,0.755,3648031,165.44357,,0.13932,160.28735,0.754,0.014,0.991,0.892,165404,55,1
7aadb054-67de-471b-b18a-11e61ff97c58,0.4129,0.876,0.873,0.28452,5,0.2651,-6.949,1,0.577,103.359,4,0.695,4690944,212.74123,212741.0,0.1161,204.5678,0.717,0.02,0.995,0.895,213813,66,1
d30a6e00-4a45-4794-95ed-99863d36cf19,0.39056,0.868,0.944,0.19824,2,0.3022,-6.814,0,0.5563,123.047,5,0.675,3024415,137.16168,137161.0,0.0,136.9745,0.785,0.02,0.989,0.89,182767,79,1
6dbbb6ac-2601-48ee-8a2f-11458e65ffb1,0.50948,0.865,0.815,0.22372,5,0.3265,-7.312,1,0.5196,107.666,3,0.644,5571103,252.65773,252657.0,0.0,252.2616,0.738,0.017,0.993,0.894,169134,79,1
0ccf0f11-7cfe-483b-848d-fb0e947a212b,0.46795,0.934,0.895,0.23415,9,0.4,-8.201,0,0.5986,123.047,3,0.665,3987999,180.86163,,0.06966,176.58775,0.785,0.008,0.993,0.894,185835,9,1
9e58e03d-3260-4cd8-b84f-bbb17e38fcb0,0.44035,0.796,0.96,0.27873,9,0.3434,-8.059,0,0.4805,143.555,3,0.721,3010079,136.51152,,0.48762,133.49152,0.682,0.016,0.991,0.892,136486,53,1
bead2feb-51f7-47e3-963f-a8d742b98a16,0.45783,0.833,0.883,0.24861,9,0.4,-9.82,0,0.5871,129.199,6,0.676,6808095,308.75714,308757.0,0.25542,308.54675,0.754,0.014,0.995,0.895,307640,66,1
7e0c3836-e998-479f-9c52-82e40977fc97,0.38941,0.756,0.923,0.31563,0,0.2801,-7.288,1,0.5244,143.555,6,0.789,2982431,135.25764,,0.3483,133.42186,0.682,0.014,0.99,0.891,137163,22,1
c6cf9ccd-462c-44a0-a9d0-069168c2d8bb,0.51988,0.795,0.807,0.23564,5,0.4,-12.409,1,0.5081,135.999,4,0.693,6661120,302.0916,302091.0,0.20898,297.1922,0.72,0.019,0.988,0.889,301960,73,1
f4cb115d-c13e-4aa5-95a5-26d1807bb2ff,0.43614,0.929,0.951,0.23681,5,0.349,-8.541,1,0.4938,123.047,4,0.752,3850783,174.63869,,0.9288,168.34467,0.785,0.011,0.992,0.893,174627,21,1
