song_id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,num_samples,duration,duration_ms,end_of_fade_in,start_of_fade_out,tempo_confidence,time_signature_confidence,key_confidence,mode_confidence,song_duration_ms,popularity,explicit
7ce7a92c-2782-4544-a00d-0cf7053863e3,0.47254,0.798,0.867,0.30295,9,0.4,-10.061,0,0.5915,92.285,5,0.596,6350367,287.9985,,5.31737,286.04663,0.661,0.012,0.996,0.896,226400,68,0
bdea3449-caa5-4593-ab2f-86ede22ff41f,0.46327,0.82,0.87,0.31323,9,0.3871,-8.363,0,0.5863,135.999,4,0.687,5244447,237.8434,,0.06966,236.61134,0.72,0.016,0.993,0.894,377466,63,0
5e892ef4-e75c-4022-8b0b-1d832cf7ed99,0.42639,0.916,0.925,0.2464,5,0.3836,-7.788,1,0.5743,123.047,6,0.746,4546560,206.1932,,0.09288,204.31238,0.785,0.007,0.996,0.897,234413,61,1
a1521b6a-936c-4d20-a5f2-8ed3c9207a98,0.49568,0.803,0.842,0.27565,5,0.3831,-11.9,1,0.5887,135.999,4,0.734,8642079,391.93103,,0.60372,388.79492,0.72,0.025,0.988,0.889,257653,64,0
37b31e53-d6c6-4f9d-92e0-a9dfebdfb338,0.5404,0.784,0.779,0.25273,5,0.4,-7.791,1,0.3675,135.999,4,0.662,8348191,378.60278,,0.3483,363.8799,0.72,0.013,0.989,0.89,391906,55,1
b88ac090-7e12-473f-a4d1-1ad91dba4b7f,0.42639,0.916,0.925,0.2464,5,0.3836,-7.788,1,0.5743,123.047,6,0.746,4546560,206.1932,,0.09288,204.31238,0.785,0.007,0.996,0.897,206080,69,1
9990bb20-598f-4f24-9366-a914d93ec080,0.47146,0.708,0.88,0.34537,9,0.3582,-9.416,0,0.5489,86.133,4,0.585,6389279,289.7632,,0.0,287.95065,0.631,0.01,0.993,0.893,289760,62,0
248b8c86-ebad-4fab-aeec-4d571048c658,0.55208,0.842,0.762,0.27479,9,0.4,-12.177,0,0.3749,112.347,7,0.518,5091871,230.92384,,0.30186,225.34966,0.762,0.044,0.991,0.892,369040,75,1
52d4d307-3104-41f7-83e2-39f7fe698de8,0.52505,0.709,0.801,0.28466,9,0.4,-10.774,0,0.4906,83.354,3,0.502,4875807,221.12503,,0.06966,218.9874,0.617,0.022,0.991,0.892,230893,54,0
ecf9f24b-e284-4f0f-ab2e-b5fa8a8d2125,0.48594,0.831,0.853,0.27117,9,0.4,-8.949,0,0.5849,135.999,4,0.671,5257759,238.44711,,0.02322,232.12988,0.72,0.014,0.99,0.891,300253,64,0
3c26667c-e052-4eb2-a394-dc49a941e933,0.37604,0.895,0.897,0.30304,9,0.2393,-7.186,0,0.555,103.359,4,0.625,3964447,179.7935,,0.04644,174.17288,0.717,0.022,0.991,0.892,305240,52,0
1719fb42-6297-4bad-bbc5-e99522afaf3b,0.44977,0.914,0.899,0.27995,9,0.3456,-9.871,0,0.5068,117.454,7,0.654,4934175,223.77211,,0.09288,219.61433,0.787,0.015,0.989,0.89,242440,61,0
018dce56-f732-401a-aabc-03ea330c1c9e,0.36705,0.716,0.888,0.34674,0,0.2175,-7.909,1,0.546,151.999,4,0.799,5949983,269.8405,,0.18576,260.24924,0.64,0.009,0.993,0.894,216706,67,0
9f7740ca-6153-47ee-9e7e-e2dd2badd4ba,0.34263,0.917,0.911,0.3151,9,0.2076,-8.052,0,0.4828,107.666,4,0.637,4974111,225.58327,,0.25542,223.37596,0.738,0.011,0.989,0.89,221013,72,1
b7a9f849-4446-4454-9629-35fd8e4f6af8,0.37238,0.75,0.89,0.3148,7,0.2241,-7.778,1,0.5501,143.555,4,0.782,5176863,234.77837,,0.32508,227.30014,0.682,0.01,0.989,0.89,233712,89,0
83c5b027-7626-448a-9643-6ca7af03e426,0.48078,0.84,0.801,0.25874,2,0.2844,-11.175,1,0.5122,99.384,4,0.611,4187679,189.9174,,0.95202,183.55374,0.697,0.026,0.994,0.894,207760,65,1
342e3420-ed2a-4619-8a31-4dbfb87b8bf4,0.35241,0.858,0.914,0.26618,9,0.2357,-9.25,0,0.4827,99.384,4,0.62,3710495,168.27641,,0.8127,165.90659,0.697,0.02,0.992,0.893,206186,58,1
